1.543189734220504761e-01,1.542280018329620361e-01,1.542002409696578979e-01,1.553971022367477417e-01,1.542167663574218750e-01,1.541638672351837158e-01,1.552069187164306641e-01,1.528219133615493774e-01,1.551759243011474609e-01,1.544362902641296387e-01,1.548391729593276978e-01,1.540741324424743652e-01,1.551394760608673096e-01,1.541970670223236084e-01,1.546631455421447754e-01,1.534257382154464722e-01,1.536129713058471680e-01,1.546822786331176758e-01,1.534267067909240723e-01,1.529465019702911377e-01,1.537586003541946411e-01,1.566135883331298828e-01,1.543025672435760498e-01,1.536325514316558838e-01,1.547298282384872437e-01,1.546059399843215942e-01,1.545921117067337036e-01,1.531934887170791626e-01,1.550945341587066650e-01,1.546564251184463501e-01
1.928452998399734497e-01,2.005716562271118164e-01,1.928937733173370361e-01,2.018430829048156738e-01,1.935545206069946289e-01,1.896035373210906982e-01,1.972292810678482056e-01,1.965312659740447998e-01,1.921643912792205811e-01,2.020244896411895752e-01,2.008832246065139771e-01,1.906680315732955933e-01,1.979771852493286133e-01,1.965074837207794189e-01,1.975077539682388306e-01,2.021424472332000732e-01,1.996133178472518921e-01,1.939809918403625488e-01,1.988355666399002075e-01,1.938748359680175781e-01,1.961477696895599365e-01,1.914840489625930786e-01,1.922191828489303589e-01,1.978539973497390747e-01,1.956538259983062744e-01,1.912590265274047852e-01,1.984589099884033203e-01,1.954206824302673340e-01,1.898102611303329468e-01,2.022194266319274902e-01
2.616613805294036865e-01,2.937675714492797852e-01,2.857884168624877930e-01,2.939826548099517822e-01,2.809490859508514404e-01,2.741930484771728516e-01,2.599340975284576416e-01,2.837043702602386475e-01,2.574158906936645508e-01,2.827483117580413818e-01,2.950878143310546875e-01,2.941385209560394287e-01,2.835052013397216797e-01,2.823661267757415771e-01,2.904962003231048584e-01,2.802391350269317627e-01,2.741940319538116455e-01,2.580847740173339844e-01,2.723326683044433594e-01,2.692045271396636963e-01,2.718840241432189941e-01,2.892600297927856445e-01,2.623517513275146484e-01,2.876975536346435547e-01,2.812466919422149658e-01,2.796384394168853760e-01,2.639787197113037109e-01,2.780014574527740479e-01,2.833369672298431396e-01,2.556594312191009521e-01
3.841400146484375000e-01,4.386420547962188721e-01,4.411825537681579590e-01,4.058475792407989502e-01,4.268558025360107422e-01,4.558725059032440186e-01,4.151908457279205322e-01,4.212493300437927246e-01,4.173936843872070312e-01,3.968100249767303467e-01,3.786936402320861816e-01,4.168193042278289795e-01,4.156372249126434326e-01,4.516600072383880615e-01,4.141441583633422852e-01,4.050656259059906006e-01,4.126938581466674805e-01,3.521842956542968750e-01,4.331366717815399170e-01,3.841696977615356445e-01,4.533615112304687500e-01,3.925363421440124512e-01,4.342561960220336914e-01,4.152538180351257324e-01,4.667864441871643066e-01,4.094306230545043945e-01,4.889334738254547119e-01,4.227658808231353760e-01,4.383032023906707764e-01,4.433075189590454102e-01
8.208302259445190430e-01,6.384802460670471191e-01,6.299131512641906738e-01,6.272687315940856934e-01,6.659888625144958496e-01,7.333928942680358887e-01,6.143959164619445801e-01,7.377182841300964355e-01,6.540554165840148926e-01,5.990099906921386719e-01,6.834217905998229980e-01,6.231514811515808105e-01,6.745227575302124023e-01,7.330729961395263672e-01,6.557507514953613281e-01,6.765360236167907715e-01,6.257085204124450684e-01,6.532208919525146484e-01,6.100220084190368652e-01,6.564424633979797363e-01,5.893806219100952148e-01,6.224618554115295410e-01,7.121198177337646484e-01,6.755194664001464844e-01,6.693286895751953125e-01,6.138155460357666016e-01,5.312588214874267578e-01,5.824949145317077637e-01,6.857126355171203613e-01,6.276978254318237305e-01
1.128431200981140137e+00,1.183171749114990234e+00,9.644340276718139648e-01,1.084910631179809570e+00,9.551199674606323242e-01,1.002447843551635742e+00,8.581789135932922363e-01,9.489322304725646973e-01,1.162089109420776367e+00,1.061877012252807617e+00,1.024259328842163086e+00,1.095086693763732910e+00,1.016510486602783203e+00,1.011531829833984375e+00,1.121007323265075684e+00,1.129509091377258301e+00,9.930948615074157715e-01,9.246255159378051758e-01,9.849068522453308105e-01,1.044922471046447754e+00,1.007640719413757324e+00,1.304928660392761230e+00,9.287803769111633301e-01,9.244653582572937012e-01,1.276121020317077637e+00,9.703375697135925293e-01,1.099280238151550293e+00,1.023208141326904297e+00,1.027810335159301758e+00,9.721120595932006836e-01
1.668814301490783691e+00,1.652372121810913086e+00,1.529729127883911133e+00,1.430235505104064941e+00,1.472511887550354004e+00,1.492123603820800781e+00,1.367148041725158691e+00,1.612563133239746094e+00,1.477990865707397461e+00,1.667963981628417969e+00,1.679001808166503906e+00,1.590219736099243164e+00,1.415162324905395508e+00,1.403457045555114746e+00,1.602613449096679688e+00,1.660978198051452637e+00,1.145774126052856445e+00,1.241127490997314453e+00,1.553973317146301270e+00,1.465260863304138184e+00,1.269927620887756348e+00,1.660915970802307129e+00,1.410278677940368652e+00,1.256868004798889160e+00,1.422038912773132324e+00,1.753626823425292969e+00,1.418211460113525391e+00,1.458874940872192383e+00,1.995266914367675781e+00,1.434028506278991699e+00
2.460465192794799805e+00,2.275036096572875977e+00,2.419971942901611328e+00,2.272074937820434570e+00,2.039433002471923828e+00,2.256825923919677734e+00,2.057353496551513672e+00,2.322757720947265625e+00,2.725444793701171875e+00,2.318269491195678711e+00,2.147895097732543945e+00,2.047739744186401367e+00,2.200603008270263672e+00,2.209337949752807617e+00,2.396113395690917969e+00,2.107847452163696289e+00,2.156510829925537109e+00,2.254657030105590820e+00,2.294295072555541992e+00,1.861728668212890625e+00,2.222986936569213867e+00,2.186030387878417969e+00,2.476134777069091797e+00,2.259776592254638672e+00,2.054263114929199219e+00,2.109000205993652344e+00,2.317176342010498047e+00,2.421141386032104492e+00,2.121624469757080078e+00,1.970071077346801758e+00
2.849456071853637695e+00,2.905128717422485352e+00,2.876512289047241211e+00,3.063667535781860352e+00,3.066559314727783203e+00,3.139033555984497070e+00,2.562905788421630859e+00,2.629745483398437500e+00,3.600848674774169922e+00,3.119579076766967773e+00,2.853389501571655273e+00,3.276339530944824219e+00,2.423052549362182617e+00,2.994392395019531250e+00,2.711813449859619141e+00,3.569104433059692383e+00,2.988722324371337891e+00,2.229370117187500000e+00,2.947867870330810547e+00,3.248894691467285156e+00,3.042618513107299805e+00,3.273963689804077148e+00,2.433097600936889648e+00,2.379249334335327148e+00,2.557279586791992188e+00,2.620881557464599609e+00,3.077456474304199219e+00,2.206689596176147461e+00,2.649798870086669922e+00,2.753449201583862305e+00
3.744715213775634766e+00,3.917535066604614258e+00,3.895524263381958008e+00,2.939009189605712891e+00,4.019006729125976562e+00,3.911926984786987305e+00,3.226392507553100586e+00,4.320009231567382812e+00,4.211931705474853516e+00,3.904547214508056641e+00,4.456664562225341797e+00,4.465145111083984375e+00,3.501978874206542969e+00,4.054774761199951172e+00,3.376571178436279297e+00,3.828653812408447266e+00,3.553110837936401367e+00,3.513226509094238281e+00,3.545998334884643555e+00,4.045440673828125000e+00,3.611889600753784180e+00,4.836124420166015625e+00,4.169121265411376953e+00,4.205638885498046875e+00,2.931839942932128906e+00,4.717349529266357422e+00,4.497768402099609375e+00,3.584376573562622070e+00,4.246869087219238281e+00,3.091558933258056641e+00
